"","OBJECTID","STATE","DATE","POPULATION","NEWCONFIRMED","CUMCONFIRMED","NEWDEATHS","CUMDEATHS","NEWCD_NORM_500","CUMCD_NORM_500","NEWDEATHS_NORM_500","CUMDEATHS_NORM_500","SQMI","EVENT_CATG_S","SCORE","RESTRICTIONS","PHASED_REOPENING","COUNTYOPEN","STUSAB","LATITUDE","LONGITUDE","STATEFP","GNISID"
"6978",6817,"OREGON",2020-03-16,4122334,3,39,0,1,0,5,0,0,96003,"4SM",2,1,0,0,"OR",44.5720209999999,-122.070937999999,41,1155107
"6979",6818,"OREGON",2020-03-17,4122334,27,66,0,1,3,8,0,0,NA,NA,2,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"6980",6819,"OREGON",2020-03-18,4122334,9,75,2,3,1,9,0,0,NA,NA,2,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"6981",6820,"OREGON",2020-03-19,4122334,13,88,0,3,2,11,0,0,NA,NA,2,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"6982",6821,"OREGON",2020-03-20,4122334,26,114,0,3,3,14,0,0,NA,NA,2,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"6983",6822,"OREGON",2020-03-21,4122334,23,137,1,4,3,17,0,0,NA,NA,2,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"6984",6823,"OREGON",2020-03-22,4122334,24,161,1,5,3,20,0,1,NA,NA,2,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"6985",6824,"OREGON",2020-03-23,4122334,30,191,0,5,4,23,0,1,96003,"1SM",4,1,0,0,"OR",44.5720209999999,-122.070937999999,41,1155107
"6986",6824,"OREGON",2020-03-23,4122334,30,191,0,5,4,23,0,1,96003,"2SM",4,1,0,0,"OR",44.5720209999999,-122.070937999999,41,1155107
"6987",6825,"OREGON",2020-03-24,4122334,19,210,3,8,2,25,0,1,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"6988",6826,"OREGON",2020-03-25,4122334,56,266,2,10,7,32,0,1,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"6989",6827,"OREGON",2020-03-26,4122334,50,316,1,11,6,38,0,1,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"6990",6828,"OREGON",2020-03-27,4122334,100,416,1,12,12,50,0,1,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"6991",6829,"OREGON",2020-03-28,4122334,63,479,1,13,8,58,0,2,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"6992",6830,"OREGON",2020-03-29,4122334,69,548,0,13,8,66,0,2,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"6993",6831,"OREGON",2020-03-30,4122334,58,606,3,16,7,74,0,2,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"6994",6832,"OREGON",2020-03-31,4122334,84,690,2,18,10,84,0,2,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"6995",6833,"OREGON",2020-04-01,4122334,46,736,1,19,6,89,0,2,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"6996",6834,"OREGON",2020-04-02,4122334,90,826,2,21,11,100,0,3,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"6997",6835,"OREGON",2020-04-03,4122334,73,899,1,22,9,109,0,3,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"6998",6836,"OREGON",2020-04-04,4122334,0,899,0,22,0,109,0,3,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"6999",6837,"OREGON",2020-04-05,4122334,169,1068,5,27,20,130,1,3,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7000",6838,"OREGON",2020-04-06,4122334,0,1068,0,27,0,130,0,3,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7001",6839,"OREGON",2020-04-07,4122334,64,1132,2,29,8,137,0,4,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7002",6840,"OREGON",2020-04-08,4122334,49,1181,4,33,6,143,0,4,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7003",6841,"OREGON",2020-04-09,4122334,140,1321,11,44,17,160,1,5,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7004",6842,"OREGON",2020-04-10,4122334,1,1322,0,44,0,160,0,5,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7005",6843,"OREGON",2020-04-11,4122334,49,1371,4,48,6,166,0,6,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7006",6844,"OREGON",2020-04-12,4122334,156,1527,4,52,19,185,0,6,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7007",6845,"OREGON",2020-04-13,4122334,57,1584,1,53,7,192,0,6,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7008",6846,"OREGON",2020-04-14,4122334,49,1633,2,55,6,198,0,7,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7009",6847,"OREGON",2020-04-15,4122334,30,1663,3,58,4,202,0,7,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7010",6848,"OREGON",2020-04-16,4122334,73,1736,6,64,9,211,1,8,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7011",6849,"OREGON",2020-04-17,4122334,49,1785,6,70,6,217,1,8,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7012",6850,"OREGON",2020-04-18,4122334,59,1844,2,72,7,224,0,9,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7013",6851,"OREGON",2020-04-19,4122334,66,1910,2,74,8,232,0,9,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7014",6852,"OREGON",2020-04-20,4122334,47,1957,1,75,6,237,0,9,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7015",6853,"OREGON",2020-04-21,4122334,47,2004,3,78,6,243,0,9,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7016",6854,"OREGON",2020-04-22,4122334,55,2059,0,78,7,250,0,9,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7017",6855,"OREGON",2020-04-23,4122334,68,2127,5,83,8,258,1,10,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7018",6856,"OREGON",2020-04-24,4122334,50,2177,3,86,6,264,0,10,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7019",6857,"OREGON",2020-04-25,4122334,76,2253,1,87,9,273,0,11,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7020",6858,"OREGON",2020-04-26,4122334,58,2311,5,92,7,280,1,11,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7021",6859,"OREGON",2020-04-27,4122334,43,2354,0,92,5,286,0,11,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7022",6860,"OREGON",2020-04-28,4122334,31,2385,7,99,4,289,1,12,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7023",6861,"OREGON",2020-04-29,4122334,61,2446,2,101,7,297,0,12,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7024",6862,"OREGON",2020-04-30,4122334,64,2510,2,103,8,304,0,12,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7025",6863,"OREGON",2020-05-01,4122334,69,2579,1,104,8,313,0,13,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7026",6864,"OREGON",2020-05-02,4122334,56,2635,5,109,7,320,1,13,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7027",6865,"OREGON",2020-05-03,4122334,45,2680,0,109,5,325,0,13,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7028",6866,"OREGON",2020-05-04,4122334,79,2759,0,109,10,335,0,13,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7029",6867,"OREGON",2020-05-05,4122334,80,2839,4,113,10,344,0,14,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7030",6868,"OREGON",2020-05-06,4122334,77,2916,2,115,9,354,0,14,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7031",6869,"OREGON",2020-05-07,4122334,73,2989,6,121,9,363,1,15,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7032",6870,"OREGON",2020-05-08,4122334,79,3068,3,124,10,372,0,15,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7033",6871,"OREGON",2020-05-09,4122334,92,3160,3,127,11,383,0,15,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7034",6872,"OREGON",2020-05-10,4122334,68,3228,0,127,8,392,0,15,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7035",6873,"OREGON",2020-05-11,4122334,58,3286,3,130,7,399,0,16,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7036",6874,"OREGON",2020-05-12,4122334,72,3358,0,130,9,407,0,16,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7037",6875,"OREGON",2020-05-13,4122334,58,3416,4,134,7,414,0,16,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7038",6876,"OREGON",2020-05-14,4122334,63,3479,3,137,8,422,0,17,NA,NA,4,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7039",6877,"OREGON",2020-05-15,4122334,62,3541,0,137,8,429,0,17,96003,"2E",2.55,1,1,1,"OR",44.5720209999999,-122.070937999999,41,1155107
"7040",6877,"OREGON",2020-05-15,4122334,62,3541,0,137,8,429,0,17,96003,"3E",2.55,1,1,1,"OR",44.5720209999999,-122.070937999999,41,1155107
"7041",6877,"OREGON",2020-05-15,4122334,62,3541,0,137,8,429,0,17,96003,"4E",2.55,1,1,1,"OR",44.5720209999999,-122.070937999999,41,1155107
"7042",6878,"OREGON",2020-05-16,4122334,71,3612,0,137,9,438,0,17,NA,NA,2.55,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7043",6879,"OREGON",2020-05-17,4122334,11,3623,0,137,1,439,0,17,NA,NA,2.55,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7044",6880,"OREGON",2020-05-18,4122334,64,3687,1,138,8,447,0,17,NA,NA,2.55,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7045",6881,"OREGON",2020-05-19,4122334,39,3726,2,140,5,452,0,17,NA,NA,2.55,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7046",6882,"OREGON",2020-05-20,4122334,75,3801,4,144,9,461,0,17,NA,NA,2.55,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7047",6883,"OREGON",2020-05-21,4122334,16,3817,1,145,2,463,0,18,NA,NA,2.55,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7048",6884,"OREGON",2020-05-22,4122334,47,3864,2,147,6,469,0,18,NA,NA,2.55,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7049",6885,"OREGON",2020-05-23,4122334,24,3888,0,147,3,472,0,18,NA,NA,2.55,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7050",6886,"OREGON",2020-05-24,4122334,39,3927,1,148,5,476,0,18,NA,NA,2.55,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7051",6887,"OREGON",2020-05-25,4122334,22,3949,0,148,3,479,0,18,NA,NA,2.55,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7052",6888,"OREGON",2020-05-26,4122334,18,3967,0,148,2,481,0,18,NA,NA,2.55,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7053",6889,"OREGON",2020-05-27,4122334,71,4038,0,148,9,490,0,18,NA,NA,2.55,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7054",6890,"OREGON",2020-05-28,4122334,48,4086,3,151,6,496,0,18,NA,NA,2.55,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7055",6891,"OREGON",2020-05-29,4122334,45,4131,0,151,5,501,0,18,NA,NA,2.55,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7056",6892,"OREGON",2020-05-30,4122334,54,4185,2,153,7,508,0,19,NA,NA,2.55,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7057",6893,"OREGON",2020-05-31,4122334,58,4243,0,153,7,515,0,19,NA,NA,2.55,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7058",6894,"OREGON",2020-06-01,4122334,59,4302,1,154,7,522,0,19,NA,NA,2.55,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7059",6895,"OREGON",2020-06-02,4122334,33,4335,3,157,4,526,0,19,NA,NA,2.55,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7060",6896,"OREGON",2020-06-03,4122334,64,4399,2,159,8,534,0,19,NA,NA,2.55,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7061",6897,"OREGON",2020-06-04,4122334,75,4474,0,159,9,543,0,19,NA,NA,2.55,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7062",6898,"OREGON",2020-06-05,4122334,96,4570,2,161,12,554,0,20,96003,"2E",2.1,1,2,1,"OR",44.5720209999999,-122.070937999999,41,1155107
"7063",6898,"OREGON",2020-06-05,4122334,96,4570,2,161,12,554,0,20,96003,"3E",2.1,1,0,1,"OR",44.5720209999999,-122.070937999999,41,1155107
"7064",6898,"OREGON",2020-06-05,4122334,96,4570,2,161,12,554,0,20,96003,"4E",2.1,1,2,1,"OR",44.5720209999999,-122.070937999999,41,1155107
"7065",6899,"OREGON",2020-06-06,4122334,0,4570,0,161,0,554,0,20,NA,NA,2.1,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7066",6900,"OREGON",2020-06-07,4122334,92,4662,2,163,11,565,0,20,NA,NA,2.1,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7067",6901,"OREGON",2020-06-08,4122334,260,4922,1,164,32,597,0,20,NA,NA,2.1,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7068",6902,"OREGON",2020-06-09,4122334,66,4988,5,169,8,605,1,20,NA,NA,2.1,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7069",6903,"OREGON",2020-06-10,4122334,72,5060,0,169,9,614,0,20,NA,NA,2.1,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7070",6904,"OREGON",2020-06-11,4122334,177,5237,2,171,21,635,0,21,NA,NA,2.1,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7071",6905,"OREGON",2020-06-12,4122334,140,5377,2,173,17,652,0,21,NA,NA,2.1,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7072",6906,"OREGON",2020-06-13,4122334,0,5377,0,173,0,652,0,21,NA,NA,2.1,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7073",6907,"OREGON",2020-06-14,4122334,259,5636,3,176,31,684,0,21,NA,NA,2.1,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7074",6908,"OREGON",2020-06-15,4122334,184,5820,4,180,22,706,0,22,NA,NA,2.1,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7075",6909,"OREGON",2020-06-16,4122334,278,6098,2,182,34,740,0,22,NA,NA,2.1,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7076",6910,"OREGON",2020-06-17,4122334,120,6218,1,183,15,754,0,22,NA,NA,2.1,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7077",6911,"OREGON",2020-06-18,4122334,148,6366,4,187,18,772,0,23,NA,NA,2.1,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7078",6912,"OREGON",2020-06-19,4122334,206,6572,1,188,25,797,0,23,NA,NA,2.1,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7079",6913,"OREGON",2020-06-20,4122334,0,6572,0,188,0,797,0,23,NA,NA,2.1,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7080",6914,"OREGON",2020-06-21,4122334,0,6572,0,188,0,797,0,23,NA,NA,2.1,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7081",6915,"OREGON",2020-06-22,4122334,511,7083,4,192,62,859,0,23,NA,NA,2.1,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7082",6916,"OREGON",2020-06-23,4122334,191,7274,0,192,23,882,0,23,NA,NA,2.1,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7083",6917,"OREGON",2020-06-24,4122334,170,7444,3,195,21,903,0,24,NA,NA,2.1,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7084",6918,"OREGON",2020-06-25,4122334,124,7568,2,197,15,918,0,24,NA,NA,2.1,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7085",6919,"OREGON",2020-06-26,4122334,250,7818,5,202,30,948,1,25,NA,NA,2.1,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7086",6920,"OREGON",2020-06-27,4122334,276,8094,0,202,33,982,0,25,NA,NA,2.1,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7087",6921,"OREGON",2020-06-28,4122334,247,8341,0,202,30,1012,0,25,NA,NA,2.1,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7088",6922,"OREGON",2020-06-29,4122334,144,8485,2,204,17,1029,0,25,NA,NA,2.1,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7089",6923,"OREGON",2020-06-30,4122334,171,8656,3,207,21,1050,0,25,NA,NA,2.1,NA,NA,NA,"OR",44.5720209999999,-122.070937999999,41,1155107
"7090",6924,"PENNSYLVANIA",2020-01-22,12976662,NA,0,NA,0,NA,0,NA,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7091",6925,"PENNSYLVANIA",2020-01-23,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7092",6926,"PENNSYLVANIA",2020-01-24,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7093",6927,"PENNSYLVANIA",2020-01-25,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7094",6928,"PENNSYLVANIA",2020-01-26,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7095",6929,"PENNSYLVANIA",2020-01-27,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7096",6930,"PENNSYLVANIA",2020-01-28,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7097",6931,"PENNSYLVANIA",2020-01-29,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7098",6932,"PENNSYLVANIA",2020-01-30,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7099",6933,"PENNSYLVANIA",2020-01-31,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7100",6934,"PENNSYLVANIA",2020-02-01,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7101",6935,"PENNSYLVANIA",2020-02-02,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7102",6936,"PENNSYLVANIA",2020-02-03,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7103",6937,"PENNSYLVANIA",2020-02-04,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7104",6938,"PENNSYLVANIA",2020-02-05,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7105",6939,"PENNSYLVANIA",2020-02-06,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7106",6940,"PENNSYLVANIA",2020-02-07,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7107",6941,"PENNSYLVANIA",2020-02-08,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7108",6942,"PENNSYLVANIA",2020-02-09,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7109",6943,"PENNSYLVANIA",2020-02-10,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7110",6944,"PENNSYLVANIA",2020-02-11,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7111",6945,"PENNSYLVANIA",2020-02-12,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7112",6946,"PENNSYLVANIA",2020-02-13,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7113",6947,"PENNSYLVANIA",2020-02-14,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7114",6948,"PENNSYLVANIA",2020-02-15,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7115",6949,"PENNSYLVANIA",2020-02-16,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7116",6950,"PENNSYLVANIA",2020-02-17,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7117",6951,"PENNSYLVANIA",2020-02-18,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7118",6952,"PENNSYLVANIA",2020-02-19,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7119",6953,"PENNSYLVANIA",2020-02-20,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7120",6954,"PENNSYLVANIA",2020-02-21,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7121",6955,"PENNSYLVANIA",2020-02-22,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7122",6956,"PENNSYLVANIA",2020-02-23,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7123",6957,"PENNSYLVANIA",2020-02-24,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7124",6958,"PENNSYLVANIA",2020-02-25,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7125",6959,"PENNSYLVANIA",2020-02-26,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7126",6960,"PENNSYLVANIA",2020-02-27,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7127",6961,"PENNSYLVANIA",2020-02-28,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7128",6962,"PENNSYLVANIA",2020-02-29,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7129",6963,"PENNSYLVANIA",2020-03-01,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7130",6964,"PENNSYLVANIA",2020-03-02,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7131",6965,"PENNSYLVANIA",2020-03-03,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7132",6966,"PENNSYLVANIA",2020-03-04,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7133",6967,"PENNSYLVANIA",2020-03-05,12976662,0,0,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7134",6968,"PENNSYLVANIA",2020-03-06,12976662,2,2,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7135",6969,"PENNSYLVANIA",2020-03-07,12976662,0,2,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7136",6970,"PENNSYLVANIA",2020-03-08,12976662,4,6,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7137",6971,"PENNSYLVANIA",2020-03-09,12976662,1,7,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7138",6972,"PENNSYLVANIA",2020-03-10,12976662,5,12,0,0,0,0,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
"7139",6973,"PENNSYLVANIA",2020-03-11,12976662,4,16,0,0,0,1,0,0,NA,NA,2.1,NA,NA,NA,"PA",40.590752,-77.209755,42,1779798
